transaction_id,item
1,"(16, '7')"
1,"(16, '7')"
1,"(16, '7')"
1,"(23, '7')"
1,"(16, '7')"
1,"(23, '7')"
1,"(23, '7')"
1,"(16, '8')"
1,"(16, '8')"
1,"(18, '8')"
1,"(10, '8')"
1,"(12, '8')"
1,"(5, '8')"
1,"(10, '8')"
1,"(36, '8')"
1,"(12, '8')"
1,"(16, '8')"
1,"(19, '8')"
1,"(10, '8')"
1,"(16, '8')"
1,"(10, '8')"
1,"(5, '8')"
1,"(23, '8')"
1,"(36, '8')"
1,"(36, '8')"
1,"(16, '8')"
1,"(23, '8')"
1,"(23, '8')"
1,"(23, '8')"
1,"(10, '8')"
1,"(10, '8')"
1,"(16, '8')"
1,"(19, '9')"
1,"(16, '9')"
1,"(23, '9')"
1,"(5, '9')"
1,"(16, '9')"
1,"(10, '9')"
1,"(16, '9')"
1,"(10, '9')"
1,"(12, '9')"
1,"(23, '9')"
1,"(16, '9')"
1,"(23, '9')"
1,"(10, '9')"
1,"(10, '9')"
1,"(10, '9')"
1,"(18, '9')"
1,"(18, '9')"
1,"(19, '9')"
1,"(16, '9')"
1,"(10, '9')"
1,"(12, '9')"
1,"(27, '9')"
1,"(36, '9')"
1,"(23, '9')"
1,"(10, '9')"
1,"(10, '9')"
1,"(5, '9')"
1,"(5, '9')"
1,"(16, '10')"
1,"(10, '10')"
1,"(23, '10')"
1,"(10, '10')"
1,"(23, '10')"
1,"(18, '10')"
1,"(25, '10')"
1,"(36, '10')"
1,"(26, '10')"
1,"(10, '10')"
1,"(5, '10')"
1,"(23, '10')"
1,"(16, '10')"
1,"(23, '10')"
1,"(23, '10')"
1,"(10, '10')"
1,"(18, '10')"
1,"(16, '10')"
1,"(16, '10')"
1,"(23, '10')"
1,"(16, '10')"
2,"(16, '11')"
2,"(16, '11')"
2,"(16, '11')"
2,"(18, '11')"
2,"(23, '11')"
2,"(10, '11')"
2,"(16, '11')"
2,"(10, '11')"
2,"(25, '11')"
2,"(18, '11')"
2,"(5, '11')"
2,"(10, '11')"
2,"(18, '11')"
2,"(10, '11')"
2,"(23, '11')"
2,"(16, '11')"
2,"(16, '11')"
2,"(23, '11')"
2,"(16, '11')"
2,"(19, '11')"
2,"(19, '11')"
2,"(10, '11')"
2,"(16, '11')"
2,"(8, '11')"
2,"(23, '11')"
2,"(18, '11')"
2,"(16, '11')"
2,"(16, '11')"
2,"(16, '11')"
2,"(13, '12')"
2,"(19, '12')"
2,"(16, '12')"
2,"(16, '12')"
2,"(16, '12')"
2,"(18, '12')"
2,"(16, '12')"
2,"(19, '12')"
2,"(23, '12')"
2,"(16, '12')"
2,"(16, '12')"
2,"(10, '12')"
2,"(12, '12')"
2,"(16, '12')"
2,"(18, '12')"
2,"(16, '12')"
2,"(18, '12')"
2,"(16, '12')"
2,"(5, '12')"
2,"(18, '12')"
2,"(16, '12')"
2,"(18, '12')"
2,"(16, '12')"
2,"(16, '12')"
2,"(18, '12')"
2,"(16, '12')"
2,"(10, '12')"
2,"(16, '12')"
2,"(10, '12')"
2,"(16, '12')"
2,"(10, '12')"
2,"(23, '12')"
2,"(23, '12')"
2,"(23, '12')"
2,"(10, '12')"
2,"(16, '12')"
2,"(16, '12')"
2,"(10, '12')"
2,"(23, '12')"
2,"(23, '12')"
2,"(27, '12')"
2,"(10, '13')"
2,"(10, '13')"
2,"(16, '13')"
2,"(16, '13')"
2,"(16, '13')"
2,"(16, '13')"
2,"(32, '13')"
2,"(5, '13')"
2,"(12, '13')"
2,"(12, '13')"
2,"(5, '13')"
2,"(10, '13')"
2,"(5, '13')"
2,"(5, '13')"
2,"(13, '13')"
2,"(10, '13')"
2,"(10, '13')"
2,"(10, '13')"
2,"(16, '13')"
2,"(16, '13')"
2,"(16, '13')"
2,"(23, '14')"
2,"(10, '14')"
2,"(10, '14')"
2,"(10, '14')"
2,"(10, '14')"
2,"(16, '14')"
2,"(16, '14')"
2,"(18, '14')"
2,"(18, '14')"
2,"(10, '14')"
2,"(5, '14')"
2,"(25, '14')"
2,"(19, '14')"
2,"(12, '14')"
2,"(18, '14')"
2,"(25, '14')"
2,"(10, '14')"
2,"(16, '14')"
2,"(25, '14')"
2,"(16, '14')"
2,"(23, '14')"
2,"(16, '14')"
2,"(12, '14')"
2,"(13, '14')"
2,"(18, '14')"
2,"(18, '14')"
2,"(16, '14')"
2,"(23, '14')"
2,"(10, '14')"
2,"(10, '14')"
2,"(10, '14')"
2,"(16, '14')"
2,"(16, '14')"
2,"(16, '15')"
2,"(27, '15')"
2,"(10, '15')"
2,"(16, '15')"
2,"(12, '15')"
2,"(16, '15')"
2,"(13, '15')"
2,"(10, '15')"
2,"(18, '15')"
2,"(16, '15')"
2,"(10, '15')"
2,"(23, '15')"
2,"(16, '15')"
2,"(16, '15')"
2,"(23, '15')"
2,"(5, '15')"
2,"(16, '15')"
2,"(16, '15')"
2,"(5, '15')"
2,"(23, '15')"
2,"(25, '15')"
2,"(16, '15')"
2,"(23, '15')"
2,"(10, '15')"
2,"(27, '16')"
2,"(10, '16')"
2,"(23, '16')"
2,"(5, '16')"
2,"(10, '16')"
2,"(18, '16')"
2,"(36, '16')"
2,"(16, '16')"
2,"(23, '16')"
2,"(16, '16')"
2,"(16, '16')"
2,"(16, '16')"
2,"(16, '16')"
2,"(23, '16')"
2,"(16, '16')"
2,"(23, '16')"
2,"(5, '16')"
2,"(23, '16')"
2,"(26, '16')"
2,"(5, '17')"
2,"(10, '17')"
2,"(10, '17')"
2,"(10, '17')"
2,"(18, '17')"
2,"(16, '17')"
2,"(16, '17')"
2,"(18, '17')"
2,"(10, '17')"
2,"(16, '17')"
2,"(16, '17')"
2,"(23, '17')"
2,"(16, '17')"
2,"(5, '17')"
2,"(16, '17')"
2,"(16, '17')"
2,"(32, '17')"
2,"(12, '17')"
2,"(13, '17')"
2,"(19, '17')"
2,"(13, '17')"
2,"(19, '17')"
2,"(5, '17')"
2,"(19, '17')"
2,"(16, '17')"
2,"(16, '18')"
2,"(10, '18')"
2,"(16, '18')"
2,"(10, '18')"
2,"(23, '18')"
2,"(16, '18')"
2,"(23, '18')"
2,"(16, '18')"
2,"(16, '18')"
2,"(10, '18')"
2,"(16, '18')"
2,"(23, '18')"
2,"(19, '18')"
2,"(10, '18')"
2,"(10, '18')"
2,"(18, '18')"
2,"(25, '18')"
2,"(16, '18')"
2,"(5, '18')"
2,"(12, '18')"
2,"(25, '18')"
2,"(18, '18')"
2,"(23, '18')"
2,"(18, '18')"
2,"(12, '18')"
2,"(10, '18')"
2,"(18, '18')"
2,"(18, '18')"
2,"(18, '18')"
2,"(16, '18')"
2,"(10, '18')"
2,"(18, '18')"
2,"(23, '18')"
2,"(16, '18')"
2,"(8, '19')"
2,"(16, '19')"
2,"(10, '19')"
2,"(10, '19')"
2,"(23, '19')"
2,"(5, '19')"
2,"(12, '19')"
2,"(18, '19')"
2,"(16, '19')"
2,"(23, '19')"
2,"(7, '19')"
2,"(12, '19')"
2,"(5, '19')"
2,"(16, '19')"
2,"(5, '19')"
2,"(10, '19')"
2,"(16, '19')"
2,"(19, '19')"
2,"(5, '20')"
2,"(16, '20')"
2,"(10, '20')"
2,"(5, '20')"
2,"(36, '20')"
2,"(12, '20')"
2,"(19, '20')"
2,"(12, '20')"
2,"(16, '20')"
2,"(16, '20')"
2,"(23, '20')"
2,"(16, '20')"
2,"(19, '20')"
2,"(10, '20')"
2,"(16, '20')"
2,"(27, '20')"
2,"(16, '20')"
2,"(23, '20')"
2,"(5, '20')"
2,"(16, '20')"
2,"(12, '20')"
2,"(13, '20')"
2,"(25, '20')"
2,"(23, '20')"
2,"(18, '21')"
2,"(12, '21')"
2,"(16, '21')"
2,"(16, '21')"
2,"(5, '21')"
2,"(16, '21')"
2,"(12, '21')"
2,"(16, '21')"
2,"(19, '21')"
2,"(16, '21')"
2,"(10, '21')"
2,"(10, '21')"
2,"(16, '21')"
2,"(30, '21')"
2,"(12, '21')"
2,"(23, '21')"
2,"(16, '21')"
2,"(16, '21')"
3,"(18, '22')"
3,"(23, '22')"
3,"(16, '22')"
3,"(12, '22')"
3,"(10, '22')"
3,"(16, '22')"
3,"(16, '22')"
3,"(5, '22')"
3,"(23, '22')"
3,"(18, '22')"
3,"(10, '22')"
3,"(12, '22')"
3,"(16, '22')"
3,"(5, '22')"
3,"(18, '22')"
3,"(10, '22')"
3,"(10, '22')"
3,"(16, '22')"
3,"(5, '22')"
3,"(23, '22')"
3,"(5, '22')"
3,"(5, '23')"
3,"(16, '23')"
3,"(10, '23')"
3,"(16, '23')"
3,"(12, '23')"
3,"(10, '23')"
3,"(16, '23')"
3,"(23, '23')"
3,"(5, '23')"
3,"(19, '23')"
3,"(16, '23')"
3,"(16, '23')"
3,"(23, '23')"
3,"(5, '23')"
3,"(13, '23')"
3,"(18, '23')"
3,"(10, '23')"
3,"(10, '23')"
3,"(10, '23')"
3,"(16, '23')"
3,"(16, '24')"
3,"(23, '24')"
3,"(12, '24')"
3,"(10, '24')"
3,"(16, '24')"
3,"(10, '24')"
3,"(16, '24')"
3,"(23, '24')"
3,"(25, '24')"
3,"(5, '24')"
3,"(16, '24')"
3,"(10, '24')"
3,"(25, '24')"
3,"(16, '24')"
3,"(10, '24')"
3,"(16, '24')"
3,"(10, '24')"
3,"(10, '24')"
3,"(16, '24')"
3,"(19, '24')"
3,"(23, '25')"
3,"(16, '25')"
3,"(16, '25')"
3,"(16, '25')"
3,"(16, '25')"
3,"(10, '25')"
3,"(19, '25')"
3,"(23, '25')"
3,"(18, '25')"
3,"(23, '25')"
3,"(16, '25')"
3,"(16, '25')"
3,"(16, '25')"
3,"(19, '25')"
3,"(27, '25')"
3,"(18, '25')"
3,"(18, '25')"
3,"(16, '25')"
3,"(23, '25')"
3,"(10, '25')"
3,"(10, '25')"
3,"(10, '25')"
3,"(18, '25')"
3,"(23, '25')"
3,"(16, '25')"
3,"(36, '25')"
3,"(18, '25')"
3,"(10, '26')"
3,"(16, '26')"
3,"(36, '26')"
3,"(16, '26')"
3,"(10, '26')"
3,"(18, '26')"
3,"(16, '26')"
3,"(19, '26')"
3,"(16, '26')"
3,"(16, '26')"
3,"(23, '26')"
3,"(16, '26')"
3,"(19, '26')"
3,"(10, '26')"
3,"(16, '26')"
3,"(16, '26')"
3,"(16, '26')"
3,"(12, '26')"
3,"(10, '26')"
3,"(10, '26')"
3,"(8, '26')"
3,"(10, '26')"
3,"(12, '26')"
3,"(16, '27')"
3,"(16, '27')"
3,"(23, '27')"
3,"(10, '27')"
3,"(18, '27')"
3,"(16, '27')"
3,"(10, '27')"
3,"(19, '27')"
3,"(5, '27')"
3,"(23, '27')"
3,"(12, '27')"
3,"(16, '27')"
3,"(18, '27')"
3,"(18, '27')"
3,"(23, '27')"
3,"(18, '27')"
3,"(16, '27')"
3,"(18, '27')"
3,"(25, '27')"
3,"(10, '27')"
3,"(5, '27')"
3,"(10, '28')"
3,"(16, '28')"
3,"(23, '28')"
3,"(12, '28')"
3,"(27, '28')"
3,"(16, '28')"
3,"(12, '28')"
3,"(16, '28')"
3,"(16, '28')"
3,"(25, '28')"
3,"(10, '28')"
3,"(16, '28')"
3,"(10, '28')"
3,"(16, '28')"
3,"(16, '28')"
3,"(23, '28')"
3,"(5, '28')"
3,"(10, '28')"
3,"(10, '28')"
3,"(10, '28')"
3,"(19, '28')"
3,"(16, '29')"
3,"(23, '29')"
3,"(16, '29')"
3,"(23, '29')"
3,"(19, '29')"
3,"(16, '29')"
3,"(16, '29')"
3,"(16, '29')"
3,"(13, '29')"
3,"(10, '29')"
3,"(10, '29')"
3,"(12, '29')"
3,"(5, '29')"
3,"(19, '29')"
3,"(16, '29')"
3,"(19, '29')"
3,"(16, '30')"
3,"(16, '30')"
3,"(16, '30')"
3,"(10, '30')"
3,"(5, '30')"
3,"(16, '30')"
3,"(5, '30')"
3,"(5, '30')"
3,"(16, '30')"
3,"(23, '30')"
3,"(23, '30')"
3,"(16, '30')"
3,"(19, '30')"
3,"(23, '30')"
3,"(36, '30')"
3,"(5, '30')"
3,"(23, '31')"
3,"(16, '31')"
3,"(36, '31')"
3,"(19, '31')"
3,"(12, '31')"
3,"(18, '31')"
3,"(27, '31')"
3,"(12, '31')"
3,"(16, '31')"
3,"(19, '31')"
3,"(18, '31')"
3,"(16, '31')"
3,"(16, '31')"
3,"(5, '31')"
3,"(19, '31')"
3,"(16, '31')"
3,"(18, '31')"
3,"(10, '31')"
3,"(16, '31')"
13,"(16, '1')"
13,"(23, '1')"
13,"(16, '2')"
13,"(16, '2')"
13,"(23, '2')"
13,"(10, '3')"
13,"(12, '3')"
13,"(16, '3')"
13,"(13, '3')"
13,"(12, '3')"
13,"(23, '3')"
13,"(23, '4')"
13,"(10, '4')"
13,"(23, '4')"
13,"(18, '4')"
13,"(25, '4')"
13,"(16, '4')"
13,"(18, '5')"
13,"(5, '5')"
13,"(18, '5')"
13,"(18, '5')"
13,"(18, '5')"
13,"(19, '5')"
13,"(16, '5')"
13,"(10, '5')"
13,"(23, '5')"
13,"(23, '5')"
13,"(16, '6')"
13,"(10, '6')"
13,"(23, '6')"
13,"(18, '6')"
13,"(16, '6')"
13,"(10, '6')"
13,"(19, '6')"
13,"(5, '6')"
13,"(5, '6')"
13,"(19, '6')"
13,"(23, '7')"
13,"(10, '7')"
13,"(10, '7')"
13,"(16, '7')"
13,"(16, '7')"
13,"(10, '7')"
13,"(16, '7')"
13,"(16, '7')"
13,"(23, '7')"
13,"(23, '8')"
13,"(23, '8')"
13,"(5, '8')"
13,"(12, '8')"
13,"(12, '8')"
13,"(12, '8')"
13,"(16, '8')"
13,"(16, '8')"
13,"(13, '9')"
13,"(18, '9')"
13,"(25, '9')"
13,"(5, '9')"
13,"(16, '9')"
13,"(10, '9')"
13,"(8, '9')"
13,"(16, '9')"
13,"(10, '9')"
13,"(16, '9')"
13,"(18, '9')"
13,"(10, '9')"
13,"(12, '9')"
13,"(10, '10')"
13,"(23, '10')"
13,"(10, '10')"
13,"(5, '10')"
13,"(13, '10')"
14,"(10, '11')"
14,"(16, '11')"
14,"(16, '11')"
14,"(5, '11')"
14,"(16, '11')"
14,"(10, '11')"
14,"(16, '11')"
14,"(16, '11')"
14,"(10, '11')"
14,"(5, '11')"
14,"(5, '11')"
14,"(16, '11')"
14,"(5, '11')"
14,"(19, '11')"
14,"(16, '11')"
14,"(10, '11')"
14,"(13, '12')"
14,"(12, '12')"
14,"(10, '12')"
14,"(10, '12')"
14,"(12, '12')"
14,"(12, '12')"
14,"(10, '12')"
14,"(16, '12')"
14,"(16, '12')"
14,"(10, '12')"
14,"(16, '13')"
14,"(19, '13')"
14,"(23, '13')"
14,"(10, '13')"
14,"(10, '13')"
14,"(18, '13')"
14,"(12, '13')"
14,"(10, '13')"
14,"(12, '13')"
14,"(12, '13')"
14,"(10, '13')"
14,"(12, '13')"
14,"(16, '13')"
14,"(32, '13')"
14,"(7, '14')"
14,"(10, '14')"
14,"(16, '14')"
14,"(5, '14')"
14,"(23, '14')"
14,"(10, '14')"
14,"(10, '14')"
14,"(16, '14')"
14,"(12, '14')"
14,"(16, '14')"
14,"(10, '14')"
14,"(23, '14')"
14,"(16, '14')"
14,"(10, '14')"
14,"(16, '14')"
14,"(23, '14')"
14,"(23, '14')"
14,"(16, '14')"
14,"(19, '14')"
14,"(16, '14')"
14,"(10, '14')"
14,"(16, '14')"
14,"(23, '14')"
14,"(23, '14')"
14,"(10, '14')"
14,"(12, '14')"
14,"(12, '14')"
14,"(16, '14')"
14,"(10, '14')"
14,"(10, '14')"
14,"(10, '14')"
14,"(10, '14')"
14,"(16, '14')"
14,"(8, '14')"
14,"(10, '15')"
14,"(10, '15')"
14,"(23, '15')"
14,"(10, '15')"
14,"(23, '15')"
14,"(25, '15')"
14,"(10, '15')"
14,"(10, '15')"
14,"(5, '15')"
14,"(23, '15')"
14,"(12, '15')"
14,"(10, '15')"
14,"(10, '15')"
14,"(10, '15')"
14,"(10, '15')"
14,"(16, '15')"
14,"(16, '15')"
14,"(10, '15')"
14,"(18, '15')"
14,"(16, '15')"
14,"(16, '15')"
14,"(10, '15')"
14,"(23, '15')"
14,"(18, '15')"
14,"(13, '15')"
14,"(10, '15')"
14,"(10, '15')"
14,"(10, '15')"
14,"(23, '15')"
14,"(12, '15')"
14,"(16, '15')"
14,"(18, '15')"
14,"(16, '15')"
14,"(10, '15')"
14,"(10, '15')"
14,"(16, '15')"
14,"(23, '15')"
14,"(10, '15')"
14,"(10, '15')"
14,"(16, '15')"
14,"(16, '15')"
14,"(10, '15')"
14,"(5, '15')"
14,"(10, '15')"
14,"(10, '15')"
14,"(10, '15')"
14,"(25, '15')"
14,"(12, '15')"
14,"(23, '15')"
14,"(10, '15')"
14,"(10, '15')"
14,"(10, '15')"
14,"(10, '15')"
14,"(10, '15')"
14,"(16, '15')"
14,"(10, '15')"
14,"(16, '15')"
14,"(10, '15')"
14,"(16, '15')"
14,"(12, '15')"
14,"(23, '15')"
14,"(23, '15')"
14,"(16, '15')"
14,"(10, '15')"
14,"(10, '15')"
14,"(16, '15')"
14,"(10, '15')"
14,"(10, '15')"
14,"(16, '15')"
14,"(16, '15')"
14,"(18, '15')"
14,"(10, '15')"
14,"(16, '15')"
14,"(10, '15')"
14,"(5, '15')"
14,"(5, '15')"
14,"(12, '15')"
14,"(26, '15')"
14,"(16, '15')"
14,"(23, '15')"
14,"(16, '15')"
14,"(12, '15')"
14,"(16, '15')"
14,"(16, '15')"
14,"(10, '15')"
14,"(10, '15')"
14,"(19, '15')"
14,"(16, '15')"
14,"(12, '15')"
14,"(12, '15')"
14,"(12, '15')"
14,"(12, '15')"
14,"(10, '15')"
14,"(10, '15')"
14,"(18, '15')"
14,"(10, '15')"
14,"(16, '15')"
14,"(23, '15')"
14,"(13, '15')"
14,"(13, '15')"
14,"(13, '15')"
14,"(18, '15')"
14,"(10, '15')"
14,"(12, '15')"
14,"(23, '15')"
14,"(10, '15')"
14,"(23, '15')"
14,"(12, '15')"
14,"(23, '15')"
14,"(5, '15')"
14,"(16, '15')"
14,"(12, '15')"
14,"(10, '15')"
14,"(16, '15')"
14,"(5, '15')"
14,"(23, '15')"
14,"(16, '15')"
14,"(23, '15')"
14,"(23, '15')"
14,"(16, '15')"
14,"(10, '15')"
14,"(10, '15')"
14,"(23, '15')"
14,"(10, '15')"
14,"(23, '15')"
14,"(23, '15')"
14,"(23, '15')"
14,"(23, '15')"
14,"(12, '15')"
14,"(10, '15')"
14,"(16, '15')"
14,"(12, '15')"
14,"(12, '15')"
14,"(16, '15')"
14,"(16, '15')"
14,"(16, '15')"
14,"(16, '15')"
14,"(16, '15')"
14,"(10, '15')"
14,"(23, '15')"
14,"(25, '15')"
14,"(25, '15')"
14,"(5, '15')"
14,"(27, '15')"
14,"(10, '15')"
14,"(23, '15')"
14,"(23, '15')"
14,"(16, '15')"
14,"(10, '15')"
14,"(10, '15')"
14,"(10, '15')"
14,"(10, '15')"
14,"(10, '15')"
14,"(10, '15')"
14,"(10, '15')"
14,"(23, '15')"
14,"(5, '15')"
14,"(10, '15')"
14,"(10, '15')"
14,"(10, '15')"
14,"(10, '15')"
14,"(10, '15')"
14,"(10, '15')"
14,"(10, '15')"
14,"(10, '15')"
14,"(23, '15')"
14,"(18, '15')"
14,"(16, '15')"
14,"(16, '15')"
14,"(13, '15')"
14,"(32, '15')"
14,"(5, '15')"
14,"(5, '15')"
14,"(5, '15')"
14,"(12, '15')"
14,"(12, '15')"
14,"(25, '15')"
14,"(16, '15')"
14,"(16, '15')"
14,"(16, '15')"
14,"(16, '15')"
14,"(16, '15')"
14,"(16, '15')"
14,"(10, '15')"
14,"(19, '15')"
14,"(10, '15')"
14,"(23, '15')"
14,"(16, '15')"
14,"(10, '15')"
14,"(10, '16')"
14,"(23, '16')"
14,"(23, '16')"
14,"(10, '16')"
14,"(10, '16')"
14,"(23, '16')"
14,"(18, '16')"
14,"(7, '16')"
14,"(25, '16')"
14,"(7, '16')"
14,"(23, '16')"
14,"(25, '16')"
14,"(7, '16')"
14,"(16, '16')"
14,"(16, '16')"
14,"(23, '16')"
14,"(36, '16')"
14,"(23, '16')"
14,"(16, '16')"
14,"(10, '16')"
14,"(10, '16')"
14,"(10, '16')"
14,"(23, '16')"
14,"(25, '16')"
14,"(12, '16')"
14,"(10, '16')"
14,"(10, '16')"
14,"(16, '16')"
14,"(10, '16')"
14,"(10, '16')"
14,"(23, '16')"
14,"(10, '16')"
14,"(10, '16')"
14,"(16, '16')"
14,"(23, '16')"
14,"(10, '16')"
14,"(19, '16')"
14,"(33, '16')"
14,"(10, '16')"
14,"(16, '16')"
14,"(23, '16')"
14,"(25, '16')"
14,"(16, '16')"
14,"(23, '16')"
14,"(23, '16')"
14,"(10, '16')"
14,"(10, '16')"
14,"(10, '16')"
14,"(10, '16')"
14,"(23, '16')"
14,"(19, '16')"
14,"(10, '16')"
14,"(16, '16')"
14,"(23, '16')"
14,"(23, '16')"
14,"(16, '16')"
14,"(16, '16')"
14,"(10, '16')"
14,"(12, '16')"
14,"(18, '16')"
14,"(16, '16')"
14,"(23, '16')"
14,"(16, '16')"
14,"(23, '16')"
14,"(16, '16')"
14,"(10, '16')"
14,"(18, '16')"
14,"(12, '16')"
14,"(10, '16')"
14,"(10, '16')"
14,"(23, '16')"
14,"(10, '16')"
14,"(25, '16')"
14,"(5, '16')"
14,"(23, '16')"
14,"(23, '16')"
14,"(16, '16')"
14,"(16, '16')"
14,"(16, '16')"
14,"(16, '16')"
14,"(25, '16')"
14,"(10, '16')"
14,"(16, '16')"
14,"(19, '16')"
14,"(23, '16')"
14,"(16, '16')"
14,"(10, '16')"
14,"(16, '16')"
14,"(5, '16')"
14,"(23, '16')"
14,"(5, '16')"
14,"(16, '16')"
14,"(16, '16')"
14,"(23, '16')"
14,"(10, '16')"
14,"(16, '16')"
14,"(12, '16')"
14,"(16, '16')"
14,"(19, '16')"
14,"(10, '16')"
14,"(10, '16')"
14,"(16, '16')"
14,"(10, '16')"
14,"(10, '16')"
14,"(23, '16')"
14,"(32, '16')"
14,"(32, '16')"
14,"(10, '16')"
14,"(10, '16')"
14,"(10, '16')"
14,"(18, '16')"
14,"(16, '16')"
14,"(16, '16')"
14,"(36, '16')"
14,"(36, '16')"
14,"(5, '16')"
14,"(13, '16')"
14,"(7, '16')"
14,"(23, '16')"
14,"(23, '16')"
14,"(18, '16')"
14,"(16, '16')"
14,"(10, '16')"
14,"(7, '16')"
14,"(10, '16')"
14,"(10, '16')"
14,"(10, '16')"
14,"(16, '16')"
14,"(16, '16')"
14,"(12, '16')"
14,"(16, '16')"
14,"(10, '16')"
14,"(10, '16')"
14,"(10, '16')"
14,"(10, '16')"
14,"(12, '16')"
14,"(12, '16')"
14,"(12, '16')"
14,"(10, '16')"
14,"(10, '16')"
14,"(10, '16')"
14,"(10, '16')"
14,"(10, '16')"
14,"(10, '16')"
14,"(10, '16')"
14,"(10, '16')"
14,"(10, '16')"
14,"(10, '16')"
14,"(10, '16')"
14,"(18, '16')"
14,"(16, '16')"
14,"(23, '16')"
14,"(18, '16')"
14,"(10, '16')"
14,"(27, '16')"
14,"(23, '16')"
14,"(23, '16')"
14,"(23, '16')"
14,"(10, '16')"
14,"(10, '16')"
14,"(10, '16')"
14,"(10, '16')"
14,"(16, '17')"
14,"(10, '17')"
14,"(10, '17')"
14,"(23, '17')"
